backers_count,category,country,creator,currency,disable_communication,goal,is_starrable,staff_pick,state,urls,usd_pledged,location,blurb_length,duration
2,art,US,1828407961,USD,False,50.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1828407961/i-will-draw-you-normal-edit-or-grime-edit?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1828407961/i-will-draw-you-normal-edit-or-grime-edit/rewards'}",12.0,"Staten Island, NY",23,60
9,art,US,1292349819,USD,False,5700.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1292349819/two-regimes-education-and-art-restoration?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1292349819/two-regimes-education-and-art-restoration/rewards'}",1185.0,"Tallahassee, FL",19,60
2,art/painting,US,1433658402,USD,False,10000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/decadentdecayart/bring-me-the-darkness-beautiful-dark-art?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/decadentdecayart/bring-me-the-darkness-beautiful-dark-art/rewards'}",162.0,"Phoenix, OR",19,45
0,art/public art,MX,922554964,MXN,False,200000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/922554964/campeonato-mundial-de-peluqueros-expo-barber-of-th?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/922554964/campeonato-mundial-de-peluqueros-expo-barber-of-th/rewards'}",0.0,"Mexico City, Mexico",21,59
18,art/public art,NZ,128642220,NZD,False,250000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/thejurassicmuseum/the-jurassic-museum-new-zealands-dinosaur-and-foss?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/thejurassicmuseum/the-jurassic-museum-new-zealands-dinosaur-and-foss/rewards'}",1112.22182082,"New Plymouth, NZ",19,59
2,art/mixed media,US,584492351,USD,False,6363.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/584492351/express-myself?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/584492351/express-myself/rewards'}",200.0,"Trenton, NJ",22,38
26,art/sculpture,US,293454915,USD,False,10000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/operationgoldenduck/trump-duck-making-rubber-ducks-great-again?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/operationgoldenduck/trump-duck-making-rubber-ducks-great-again/rewards'}",856.0,"Los Angeles, CA",11,60
10,art/mixed media,GB,1800924005,GBP,False,500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1800924005/crowdfunding-to-canada-an-artists-mission?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1800924005/crowdfunding-to-canada-an-artists-mission/rewards'}",348.67077691,"Manchester, UK",11,52
5,art,US,884786704,USD,False,1815.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/rosecolleenart/sailor-moon-evil-pins-series?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/rosecolleenart/sailor-moon-evil-pins-series/rewards'}",49.0,"Nokomis, FL",23,60
34,art/illustration,US,30384783,USD,False,360.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/30384783/make-100-watercolor-painting-of-extinct-animals?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/30384783/make-100-watercolor-painting-of-extinct-animals/rewards'}",433.0,"New York, NY",7,60
222,art/illustration,US,730497413,USD,False,2000.0,True,True,live,"{'project': 'https://www.kickstarter.com/projects/730497413/make-100-birds-you-will-never-see-again?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/730497413/make-100-birds-you-will-never-see-again/rewards'}",8299.0,"East Hopewell, PA",24,60
0,art/installations,US,969996014,USD,False,150000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/969996014/visual-art-one?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/969996014/visual-art-one/rewards'}",0.0,"Norfolk, VA",23,60
0,art,US,430598797,USD,False,22000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/430598797/longboarding-backpack-trip-scotland-to-bottom-of-s?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/430598797/longboarding-backpack-trip-scotland-to-bottom-of-s/rewards'}",0.0,"Edinburgh, UK",23,48
1,art/illustration,US,1120629225,USD,False,1000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1120629225/bible-of-the-sacred-clowns?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1120629225/bible-of-the-sacred-clowns/rewards'}",1.0,"Philadelphia, PA",23,60
6,art,US,1178101818,USD,False,150.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/1178101818/stained-glass-coasters?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1178101818/stained-glass-coasters/rewards'}",180.0,"Las Vegas, NV",24,30
67,art,US,672080674,USD,False,4000.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/672080674/vision-of-the-muse?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/672080674/vision-of-the-muse/rewards'}",4491.0,"Oakland, CA",21,30
28,art/digital art,US,2006384446,USD,False,500.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/2006384446/avery-the-axolotl-enamel-pin?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/2006384446/avery-the-axolotl-enamel-pin/rewards'}",738.0,"Tampa, FL",14,30
15,art,GB,1038058596,GBP,False,250.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/ehmahh/vintage-pin-up-lady-with-skull-soft-enamel-pin?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/ehmahh/vintage-pin-up-lady-with-skull-soft-enamel-pin/rewards'}",185.53181625,"Dartford, UK",9,30
33,art,US,1526426797,USD,False,15000.0,True,True,live,"{'project': 'https://www.kickstarter.com/projects/theperfectcardigan/new-life-to-an-old-church?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/theperfectcardigan/new-life-to-an-old-church/rewards'}",2979.0,"San Francisco, CA",19,33
3,art/textiles,US,101133607,USD,False,3500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/aradianaware/journalistic-masterpiece?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/aradianaware/journalistic-masterpiece/rewards'}",265.0,"Richmond, VA",21,45
6,art/public art,US,1567188800,USD,False,1500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1567188800/life-in-simsbury-a-public-art-trail?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1567188800/life-in-simsbury-a-public-art-trail/rewards'}",805.0,"Simsbury, CT",23,59
5,art/painting,DE,2088681332,EUR,False,150.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/2088681332/original-watercolor-and-pastel-art-from-artist?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/2088681332/original-watercolor-and-pastel-art-from-artist/rewards'}",280.3240552,"Munich, Germany",21,35
1,art,US,847984130,USD,False,32000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/847984130/art-series-our-xenophobic-fears-yet-our-common-hum?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/847984130/art-series-our-xenophobic-fears-yet-our-common-hum/rewards'}",400.0,"Encinitas, CA",19,45
51,art/illustration,CA,1957560427,CAD,False,2500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/infiniteartbook/infinite-artbook?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/infiniteartbook/infinite-artbook/rewards'}",2187.86241176,"Toronto, Canada",19,35
15,art,US,1291900331,USD,False,570.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/inolacreations/bottled-weather-an-enamel-pin-series?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/inolacreations/bottled-weather-an-enamel-pin-series/rewards'}",317.0,"Chicago, IL",9,35
83,art/digital art,US,2059512102,USD,False,230.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/2059512102/sailor-moon-enamel-pins-0?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/2059512102/sailor-moon-enamel-pins-0/rewards'}",3365.0,"Denver, CO",10,35
19,art,US,7843077,USD,False,50.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/7843077/whiskey-and-wine-barrel-pens?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/7843077/whiskey-and-wine-barrel-pens/rewards'}",795.0,"Chambersburg, PA",9,30
14,art/painting,MX,826790557,MXN,False,45000.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/826790557/checa-en-el-ing-creatives?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/826790557/checa-en-el-ing-creatives/rewards'}",147.21932775,"Guadalajara, Mexico",27,30
0,art/digital art,DE,111068890,EUR,False,4000.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/111068890/art-from-the-poor-for-the-rich-wwwaftpftrcom?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/111068890/art-from-the-poor-for-the-rich-wwwaftpftrcom/rewards'}",0.0,"Helsinki, Finland",30,30
3,art,US,1755390789,USD,False,2650.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1755390789/lesley-hollon-jewelry-made-with-natural-materials?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1755390789/lesley-hollon-jewelry-made-with-natural-materials/rewards'}",300.0,"New Orleans, LA",21,59
85,art/illustration,US,1752084284,USD,False,600.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/jeszika/anubis-egyptian-mythology-art-prints-make-100?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/jeszika/anubis-egyptian-mythology-art-prints-make-100/rewards'}",4314.0,"Scranton, PA",14,30
40,art/digital art,US,1316361620,USD,False,100.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/jemaica/chromasphere-artbook-by-jemaica?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/jemaica/chromasphere-artbook-by-jemaica/rewards'}",1335.0,"Dallas, TX",11,30
21,art/illustration,MX,1764386789,MXN,False,5700.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/1764386789/the-seasons-sisters-enamel-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1764386789/the-seasons-sisters-enamel-pins/rewards'}",633.9715195,"Cancun, Mexico",10,30
5,art,CA,750104310,CAD,False,100.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/750104310/make-100-oracle-cards?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/750104310/make-100-oracle-cards/rewards'}",241.463463,"Downtown Toronto, Canada",15,59
3,art/sculpture,US,1465661621,USD,False,1300.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1465661621/massk-production-double-skull?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1465661621/massk-production-double-skull/rewards'}",100.0,"Essex Junction, VT",18,36
0,art/digital art,US,339458300,USD,False,20000.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/339458300/movie-palaces?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/339458300/movie-palaces/rewards'}",0.0,"Tacoma, WA",21,30
2,art/digital art,US,1848196774,USD,False,3700.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/1848196774/make-100-lovely-animal-art-prints?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1848196774/make-100-lovely-animal-art-prints/rewards'}",41.0,"Canton, OH",17,30
25,art/illustration,US,1759779461,USD,False,500.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/1759779461/melrakki-make-100-letterpress-arctic-fox-prints?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1759779461/melrakki-make-100-letterpress-arctic-fox-prints/rewards'}",644.0,"Berkeley, CA",20,30
31,art/illustration,US,372699670,USD,False,1400.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/372699670/pop-culture-mini-character-standees-for-make-100?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/372699670/pop-culture-mini-character-standees-for-make-100/rewards'}",1005.0,"Ann Arbor, MI",22,30
12,art/illustration,US,449336234,USD,False,800.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/vinporium/chess-enamel-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/vinporium/chess-enamel-pins/rewards'}",294.0,"Rockville, MD",20,30
4,art/performance art,CA,1247654637,CAD,False,36000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/constantinoshatzis/support-theatre-arts-through-the-production-of-the?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/constantinoshatzis/support-theatre-arts-through-the-production-of-the/rewards'}",508.43128434,"Athens, Greece",22,30
14,art,US,544492063,USD,False,3000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/544492063/k-doodles-adult-coloring-book-of-ks-doodles?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/544492063/k-doodles-adult-coloring-book-of-ks-doodles/rewards'}",466.0,"Park Ridge, IL",21,30
55,art,US,549582372,USD,False,1500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/freshmonkeyfiction/amazing-heroes-theamerican-crusader-action-figure?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/freshmonkeyfiction/amazing-heroes-theamerican-crusader-action-figure/rewards'}",4898.99,"Los Angeles, CA",18,44
39,art/illustration,SE,1975787135,SEK,False,6000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/dotsandswirls/sphynx-cat-enamel-pins-in-original-designs?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/dotsandswirls/sphynx-cat-enamel-pins-in-original-designs/rewards'}",888.48665625,"Simrishamn, Sweden",16,30
31,art/illustration,BE,1491633089,EUR,False,6000.0,True,True,live,"{'project': 'https://www.kickstarter.com/projects/1491633089/100-places-ive-lived-and-loved-custom-made-illustr?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1491633089/100-places-ive-lived-and-loved-custom-made-illustr/rewards'}",1748.78261712,"Brussels, Belgium",22,59
3,art,US,1172469578,USD,False,50000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/bison/ivan-the-t-rex?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/bison/ivan-the-t-rex/rewards'}",30.0,"Wausau, WI",21,30
8,art,US,1205169083,USD,False,80000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1205169083/nac-network-beta?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1205169083/nac-network-beta/rewards'}",1090.0,"Los Angeles, CA",1,31
0,art/textiles,US,1376861259,USD,False,4284.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1376861259/creative-batik-art-studio-and-workshop-create-bati?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1376861259/creative-batik-art-studio-and-workshop-create-bati/rewards'}",0.0,"San Diego, CA",25,41
1,art/painting,US,1301067747,USD,False,15000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1301067747/paint-yourself-clean?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1301067747/paint-yourself-clean/rewards'}",25.0,"Memphis, TN",28,30
2,art,US,1023401372,USD,False,500.0,False,False,live,"{'project': 'https://www.kickstarter.com/projects/1023401372/make-100-sloth-relief-prints?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1023401372/make-100-sloth-relief-prints/rewards'}",56.0,"Seattle, WA",22,30
27,art,US,1209878535,USD,False,500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1209878535/moshis-space-girls-enamel-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1209878535/moshis-space-girls-enamel-pins/rewards'}",661.0,"Sunrise, FL",22,30
255,art/video art,US,89296390,USD,False,5800.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/89296390/radcon-iii-arena?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/89296390/radcon-iii-arena/rewards'}",6483.09,"Boston, MA",15,30
2,art/installations,GB,565544666,GBP,False,250.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/565544666/delirium-a-collection?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/565544666/delirium-a-collection/rewards'}",55.4400556,"Exeter, UK",25,30
14,art/illustration,US,523862551,USD,False,350.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/jimbates/dragon-griptape-skateboard-griptape?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/jimbates/dragon-griptape-skateboard-griptape/rewards'}",403.0,"Newbury Park, Thousand Oaks, CA",23,28
0,art/mixed media,US,693124686,USD,False,1500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/tech-a-tite/caution-art-connection?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/tech-a-tite/caution-art-connection/rewards'}",0.0,"Thayer, MO",21,30
124,art/illustration,US,524543388,USD,False,2500.0,True,True,live,"{'project': 'https://www.kickstarter.com/projects/chrispiascik/10-years-of-daily-drawings-a-book?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/chrispiascik/10-years-of-daily-drawings-a-book/rewards'}",5195.0,"Sturbridge, MA",20,30
7,art,US,1287434212,USD,False,1500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1287434212/the-shared-story?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1287434212/the-shared-story/rewards'}",1780.0,"Bozeman, MT",22,30
0,art/digital art,US,323337302,USD,False,100000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/323337302/custom-framed-canvases-and-prints?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/323337302/custom-framed-canvases-and-prints/rewards'}",0.0,"Alexandria, MN",27,49
7,art,US,1381665592,USD,False,4000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1381665592/fugue-a-make-100-artists-book?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1381665592/fugue-a-make-100-artists-book/rewards'}",360.0,"St. Louis, MO",12,30
7,art/public art,DE,964974950,EUR,False,8000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/alinahill/touching-i-non-profit-project-from-heart?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/alinahill/touching-i-non-profit-project-from-heart/rewards'}",279.86077863,"Hamburg, Germany",22,30
21,art,US,1368446552,USD,False,800.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/elizabethroyal/pet-love-enamel-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/elizabethroyal/pet-love-enamel-pins/rewards'}",429.0,"Wilkesboro, NC",13,30
11,art,CA,1394184264,CAD,False,300.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1394184264/star-guardian-spirits-enamel-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1394184264/star-guardian-spirits-enamel-pins/rewards'}",233.57786389999998,"Vancouver, Canada",22,30
101,art/illustration,US,1565541817,USD,False,700.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/kamakru/make-100-limited-edition-dragon-constellation-enam?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/kamakru/make-100-limited-edition-dragon-constellation-enam/rewards'}",2117.0,"Seattle, WA",21,30
8,art/digital art,DK,197309455,DKK,False,2000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/sonneart/make-100-porcelain?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/sonneart/make-100-porcelain/rewards'}",156.83291725,"Copenhagen, Denmark",15,30
27,art/illustration,CA,1028002505,CAD,False,1000.0,True,True,live,"{'project': 'https://www.kickstarter.com/projects/kayhanqaiser/origami-poster-on-handmade-japanese-paper-make-100?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/kayhanqaiser/origami-poster-on-handmade-japanese-paper-make-100/rewards'}",1031.68341472,"Montreal, Canada",20,30
3,art,GB,2030690909,GBP,False,2000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/2030690909/100-pineapple-skulls?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/2030690909/100-pineapple-skulls/rewards'}",148.35416999,"Hampshire, UK",23,59
37,art/illustration,US,1814026535,USD,False,1000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/helloheath/make-100-dreaming-kitsune-prints?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/helloheath/make-100-dreaming-kitsune-prints/rewards'}",1290.0,"Kissimmee, FL",18,30
2,art,US,1875702700,USD,False,1000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1875702700/sailor-moon-chibi-bubblegum-enamel-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1875702700/sailor-moon-chibi-bubblegum-enamel-pins/rewards'}",60.0,"Atlanta, GA",19,30
0,art/sculpture,US,763848267,USD,False,6500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/ronjrongey/god-of-vengeance-novel-and-life-size-sculpture?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/ronjrongey/god-of-vengeance-novel-and-life-size-sculpture/rewards'}",0.0,"Holiday, FL",27,42
0,art/performance art,CA,885417977,CAD,False,28927.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/bodytune/studio-475-theplacewheredreamsconverttorealresults?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/bodytune/studio-475-theplacewheredreamsconverttorealresults/rewards'}",0.0,"Toronto, Canada",23,30
157,art/illustration,BE,448295595,EUR,False,1800.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/driesdr/dont-complain-stickers-and-artprints-make100?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/driesdr/dont-complain-stickers-and-artprints-make100/rewards'}",3757.95587025,"Antwerp, Belgium",22,35
2,art/illustration,CA,1015250580,CAD,False,4600.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1015250580/strange-soul-adult-coloring-book?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1015250580/strange-soul-adult-coloring-book/rewards'}",40.0137645,"Moosomin, Canada",20,30
4,art,US,1106601651,USD,False,15000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1106601651/new-space-for-studio-52?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1106601651/new-space-for-studio-52/rewards'}",285.0,"Flandreau, SD",22,45
0,art,GB,1872738210,GBP,False,95000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1872738210/art-of-life-the-intergenerational-living-together?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1872738210/art-of-life-the-intergenerational-living-together/rewards'}",0.0,"Edinburgh, UK",23,45
137,art/textiles,US,1056311536,USD,False,6500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/magicalnerds/ita-bag-collection?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/magicalnerds/ita-bag-collection/rewards'}",5100.0,"Huntsville, AL",29,30
6,art/illustration,US,1651338446,USD,False,10150.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1651338446/nothing-nice-kidz?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1651338446/nothing-nice-kidz/rewards'}",160.0,"Pomona, CA",21,27
6,art,US,1755219679,USD,False,1200.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/julialsingh/make-100-commission-a-derpy-portrait?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/julialsingh/make-100-commission-a-derpy-portrait/rewards'}",358.0,"Mcafee, NJ",25,25
45,art,US,37372733,USD,False,3600.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/37372733/rebel-heart-girls-case-of-the-nomads-bikes-new-zea?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/37372733/rebel-heart-girls-case-of-the-nomads-bikes-new-zea/rewards'}",3545.0,"Cape Reinga, NZ",21,25
2,art/digital art,FR,463750387,EUR,False,3500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/463750387/artworks-you-must-have-in-your-house-and-very-tren?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/463750387/artworks-you-must-have-in-your-house-and-very-tren/rewards'}",239.03901478,"Paris, France",18,30
0,art,US,216853493,USD,False,1000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/216853493/growing-an-arts-and-craft-shop?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/216853493/growing-an-arts-and-craft-shop/rewards'}",0.0,"Elkhart, IN",27,29
57,art,US,340027689,USD,False,710.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/beckychapin/the-seekers-100-dragon-and-constellation-pins?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/beckychapin/the-seekers-100-dragon-and-constellation-pins/rewards'}",1143.0,"Beaverton, OR",21,30
428,art/illustration,CA,383345800,CAD,False,5000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/383345800/derek-laufman-artbook-1-xl-edition?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/383345800/derek-laufman-artbook-1-xl-edition/rewards'}",19833.65178168,"London, Canada",24,30
13,art/public art,GB,1591551895,GBP,False,800.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/motherworks/motherworks?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/motherworks/motherworks/rewards'}",481.10945944,"London, UK",19,43
6,art/mixed media,US,1468309888,USD,False,5000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1468309888/make-100-art-pieces-for-the-spot-coffee-lounge-and?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1468309888/make-100-art-pieces-for-the-spot-coffee-lounge-and/rewards'}",620.0,"Las Vegas, NV",18,36
0,art,US,1741847225,USD,False,2400.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1741847225/fibre-shenanigans?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1741847225/fibre-shenanigans/rewards'}",0.0,"Salem, OR",16,30
48,art,US,890072017,USD,False,4000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/890072017/know-nonsense-2017?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/890072017/know-nonsense-2017/rewards'}",3310.0,"Brooklyn, NY",19,27
16,art/digital art,US,185891981,USD,False,350.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/185891981/ramen-rabbit-enamel-pins-and-stickers?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/185891981/ramen-rabbit-enamel-pins-and-stickers/rewards'}",264.0,"Houston, TX",20,30
38,art/digital art,US,1937002191,USD,False,400.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1937002191/sailor-scout-kickstarter?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1937002191/sailor-scout-kickstarter/rewards'}",2339.0,"Tallahassee, FL",16,60
22,art/installations,US,814960237,USD,False,30000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/814960237/armond-laras-flying-blue-buffalo-project?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/814960237/armond-laras-flying-blue-buffalo-project/rewards'}",3242.0,"Santa Fe, NM",23,34
5,art/illustration,GB,706209411,GBP,False,1500.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/706209411/shante-sutherland?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/706209411/shante-sutherland/rewards'}",78.61140815,"London, UK",25,31
33,art/illustration,CH,977921271,CHF,False,5000.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/tarotcreator/the-mini-venetian-tarot-cards-deck?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/tarotcreator/the-mini-venetian-tarot-cards-deck/rewards'}",4415.06955715,"Geneva, Switzerland",21,60
8,art/conceptual art,GB,1724405057,GBP,False,1300.0,True,False,live,"{'project': 'https://www.kickstarter.com/projects/1724405057/make-100-character-colouring-books?ref=category_newest', 'rewards': 'https://www.kickstarter.com/projects/1724405057/make-100-character-colouring-books/rewards'}",155.79351797,"Middlesbrough, UK",26,30
