backers_count,category,country,creator,currency,disable_communication,goal,is_starrable,staff_pick,state,usd_pledged,location,blurb_length,duration
92,45,3,713516368,1,0,-0.037235292060820345,1,0,live,2498.30789636,13187,-0.28074590700301283,-0.2839224715204801
87,45,21,478422915,13,0,-0.037368250336752284,1,0,live,2415.0,8801,-0.28074590700301283,-0.2839224715204801
20,45,9,526972627,5,0,-0.0374124144388223,1,0,live,320.27862867,7176,1.3701780768082215,-0.6769516067970338
0,45,9,1521171385,5,0,-0.017050407984300252,1,0,live,0.0,7256,0.5447160849026044,-0.2839224715204801
6,45,9,872530257,5,0,-0.03311058208927539,1,0,live,177.47040896,7256,0.5447160849026044,-0.2839224715204801
70,45,21,1683115075,13,0,-0.029425380127796788,1,0,live,11644.0,11027,0.957447080855413,-0.2839224715204801
9,45,21,1776247704,13,0,-0.037368250336752284,1,0,live,197.0,11022,-1.5189388948614386,-0.20531664446516937
8,45,21,1742694206,13,0,-0.037285512105408994,1,0,live,264.0,1388,-2.1380353887906516,-0.2839224715204801
0,45,9,2087172894,5,0,-0.03418433543245526,1,0,live,0.0,38,0.13198508894979574,-0.9913749150182769
138,45,21,475206776,13,0,-0.0004669991576465553,1,0,live,39963.0,11301,0.957447080855413,2.0742523401388424
0,45,21,654746212,13,0,-0.029425380127796788,1,0,live,0.0,2258,-0.48711140497941713,2.0742523401388424
26,45,20,106275432,12,0,-0.024409954351182383,1,0,live,16515.354226800002,4699,0.13198508894979574,-0.2839224715204801
13,45,21,1931233840,13,0,-0.03695455918003585,1,0,live,328.0,2660,0.33835058692620007,-0.2839224715204801
48,45,9,223979358,5,0,-0.0369305287588657,1,0,live,1567.94026801,5925,0.33835058692620007,-0.2839224715204801
88,45,9,116403817,5,0,-0.03740355922241015,1,0,live,2223.98820148,9107,0.33835058692620007,-0.2839224715204801
0,45,21,1063417547,13,0,-0.037310333574811984,1,0,live,0.0,9853,-0.28074590700301283,-0.6769516067970338
53,45,3,330388878,1,0,-0.037094248154825565,1,0,live,1082.9403972,12813,-0.07438040902660854,-0.6769516067970338
33,45,21,1860366745,13,0,-0.03678080889421495,1,0,live,1194.0,1985,0.13198508894979574,-0.3625282985757909
33,45,21,711671223,13,0,-0.037285512105408994,1,0,live,720.0,4990,-0.28074590700301283,-0.2839224715204801
8,45,21,1134127207,13,0,-0.03745098856809557,1,0,live,159.0,2232,-0.48711140497941713,-0.2839224715204801
23,45,21,1555932215,13,0,-0.037368250336752284,1,0,live,476.0,10790,-1.1062078989086301,-0.2839224715204801
83,45,21,462990370,13,0,-0.03301787413272229,1,0,live,2711.0,6916,0.957447080855413,-0.2839224715204801
24,45,21,1060793309,13,0,-0.037484083860632886,1,0,live,408.0,10717,-2.7571318827198645,-0.2839224715204801
16,45,21,1823857158,13,0,-0.03712003564272242,1,0,live,845.0,2334,-0.6934769029558214,-0.2839224715204801
2,45,21,463598508,13,0,-0.0344053942723492,1,0,live,245.0,522,1.1638125788318172,-0.20531664446516937
5,45,9,1466481708,5,0,-0.03752373790833144,1,0,live,97.55352687,5068,-1.1062078989086301,-0.2839224715204801
23,45,21,683281547,13,0,-0.03337613067443872,1,0,live,550.0,8801,1.1638125788318172,-0.2839224715204801
36,45,21,1460749939,13,0,-0.02528846856063247,1,0,live,3932.0,8778,-0.6934769029558214,0.10910666375607361
17,45,21,282813675,13,0,-0.03699592829570749,1,0,live,439.0,7307,0.7510815828790086,-0.2839224715204801
14,45,21,534732233,13,0,-0.037285512105408994,1,0,live,260.0,7307,-0.8998424009322258,-0.2839224715204801
45,45,21,1450965674,13,0,-0.037368250336752284,1,0,live,902.0,11728,-0.48711140497941713,-0.7555574338523446
47,45,21,2064044544,13,0,-0.03720277387406571,1,0,live,1098.0,1357,-1.5189388948614386,-0.2839224715204801
88,45,21,1206223230,13,0,-0.03629265332928956,1,0,live,3260.0,1357,-1.7253043928378429,-0.2839224715204801
19,45,9,386118887,5,0,-0.03734744451031816,1,0,live,446.40389745,1841,-0.28074590700301283,-0.2839224715204801
100,45,9,246989043,5,0,-0.035940409503089105,1,0,live,3540.05376454,11827,-1.7253043928378429,-0.5983457797417231
7,45,21,1271203947,13,0,-0.03480336516511041,1,0,live,668.0,3093,0.5447160849026044,-0.048104990354547884
5,45,1,1119174119,0,0,-0.03713149388497611,1,0,live,192.12233936,5597,-1.7253043928378429,-1.0699807420735876
2,45,12,1269878314,4,0,-0.03410270645189504,1,0,live,229.76143265,5994,-0.07438040902660854,-0.6769516067970338
52,45,21,85858705,13,0,-0.037285512105408994,1,0,live,1350.0,522,-0.8998424009322258,-0.2839224715204801
11,45,21,1453577466,13,0,-0.03740961945242392,1,0,live,144.0,11022,-0.28074590700301283,-0.2839224715204801
76,45,21,34591620,13,0,-0.037285512105408994,1,0,live,1493.0,8481,-0.07438040902660854,-1.0699807420735876
6,45,21,976110407,13,0,-0.0375750959151105,1,0,live,180.0,6225,-2.7571318827198645,-0.6769516067970338
19,45,21,476829991,13,0,-0.011222969232273785,1,0,live,5469.0,3225,-0.48711140497941713,-0.2839224715204801
13,45,9,728709510,5,0,-0.037368111394440386,1,0,live,151.642584,5199,0.13198508894979574,-0.2839224715204801
10,45,21,489556693,13,0,-0.03745098856809557,1,0,live,264.0,12769,-1.9316698908142473,-0.048104990354547884
8,45,3,1974890258,1,0,-0.037227639432190034,1,0,live,130.27353440000002,8443,-0.07438040902660854,-0.2839224715204801
0,45,8,1935476002,4,0,-0.037182383901565676,1,0,live,0.0,4402,-2.1380353887906516,-0.2839224715204801
34,45,21,1852688632,13,0,-0.03654086802331942,1,0,live,865.0,10925,-2.344400886767056,-0.9913749150182769
6,45,20,1915988532,12,0,-0.03706902991423417,1,0,live,121.10189049,11545,-0.28074590700301283,-0.4411341256311016
20,45,21,1285761564,13,0,-0.037467536214364223,1,0,live,364.0,12788,-1.7253043928378429,-0.2839224715204801
1,45,21,794252721,13,0,-0.029425380127796788,1,0,live,31.0,13436,0.33835058692620007,-0.2839224715204801
36,45,9,1716966811,5,0,-0.037170741330943294,1,0,live,797.68472608,3693,0.33835058692620007,-0.2839224715204801
21,45,21,1697551123,13,0,-0.03680563036361793,1,0,live,522.0,7307,0.13198508894979574,-0.2839224715204801
4,45,12,85304968,4,0,-0.0346159594389095,1,0,live,201.23123706,5994,-0.48711140497941713,0.4235299719773166
71,45,9,385711367,5,0,-0.03722945932329687,0,0,live,1980.0181368,1972,1.1638125788318172,-1.4630098773501414
35,45,21,997199169,13,0,-0.032734909381528246,1,0,live,1855.0,4410,0.7510815828790086,-0.5197399526864124
25,45,21,828045377,13,0,-0.012877733859139514,1,0,live,1745.0,9303,0.33835058692620007,-0.4411341256311016
2,45,21,1826618204,13,0,-0.03521705632182684,1,0,live,20.0,547,-0.6934769029558214,-1.3844040502948305
61,45,21,484998492,13,0,-0.037285512105408994,0,0,live,1070.0,10145,-2.1380353887906516,-1.856039012626695
2,45,21,499366288,13,0,-0.03763714958861796,1,0,live,37.0,8132,-0.28074590700301283,-0.8341632609076554
27,45,21,1966753377,13,0,-0.037467536214364223,1,0,live,556.0,11301,-1.3125733968850344,-0.2839224715204801
3,45,9,961131365,5,0,-0.03729022412876746,1,0,live,16.94759664,7256,0.957447080855413,-0.6769516067970338
0,45,21,229870330,13,0,-0.036888368594961224,1,0,live,0.0,1561,0.5447160849026044,-0.3625282985757909
116,45,21,1216666369,13,0,-0.03356229169496111,1,0,live,3910.0,3016,0.957447080855413,-0.2839224715204801
9,45,21,330085739,13,0,-0.03749235768376721,1,0,live,90.0,11014,1.3701780768082215,-0.2839224715204801
11,45,9,792675618,5,0,-0.03746550090020659,1,0,live,175.12516528,7675,0.957447080855413,-1.6202215314607629
102,45,21,1296330060,13,0,-0.032734909381528246,1,0,live,4574.0,8801,-1.1062078989086301,2.0742523401388424
1,45,21,177821126,13,0,-0.027770615500931062,1,0,live,25.0,3016,1.1638125788318172,2.0742523401388424
10,45,21,1913701826,13,0,0.0028425300960849,1,0,live,4385.0,2223,-2.1380353887906516,-0.2839224715204801
10,45,21,749470811,13,0,-0.03629265332928956,1,0,live,214.0,10117,-0.8998424009322258,0.030500836700762864
1,45,21,1467475737,13,0,-0.03521705632182684,1,0,live,15.0,6675,0.5447160849026044,0.34492414492200585
8,45,21,412020106,13,0,-0.012877733859139514,1,0,live,324.0,8855,0.13198508894979574,-0.6769516067970338
4,45,12,162266412,4,0,-0.027475708561639625,1,0,live,87.73067927,8065,0.957447080855413,-0.2839224715204801
1,45,21,1621873958,13,0,-0.032734909381528246,1,0,live,12.0,10990,0.13198508894979574,-1.0699807420735876
893,45,1,262408383,0,0,-0.03573141150205323,1,0,live,39919.54895094,1527,-2.1380353887906516,-0.5197399526864124
65,45,3,936494936,1,0,-0.037266041137057636,1,0,live,2018.42191432,9509,1.3701780768082215,-0.20531664446516937
51,45,21,1421358375,13,0,-0.03565970585951342,1,0,live,2765.0,2234,-0.07438040902660854,-0.2839224715204801
28,45,21,272140813,13,0,-0.03687182094869256,1,0,live,667.0,8801,-2.1380353887906516,-0.2839224715204801
204,45,3,1627622716,1,0,-0.03703279999279036,1,0,live,8145.2425666448,12813,0.7510815828790086,-0.8341632609076554
15,45,16,241270531,4,0,-0.037080692152561524,1,0,live,368.79220456,275,-0.8998424009322258,-0.2839224715204801
11,45,21,372420508,13,0,-0.037161404758394065,1,0,live,215.0,3016,-0.6934769029558214,-0.2839224715204801
6,45,21,1761543062,13,0,-0.037285512105408994,1,0,live,81.0,9244,1.576543574784626,-1.9346448396820057
2,45,21,100339892,13,0,-0.03744271474496124,1,0,live,31.0,2660,-1.1062078989086301,-0.7555574338523446
103,45,21,666442240,13,0,-0.03587896217257313,1,0,live,2962.0,694,0.957447080855413,-0.4411341256311016
31,45,5,1739345937,4,0,-0.017422063866749205,1,0,live,10965.91729743,3477,-0.28074590700301283,-0.3625282985757909
69,45,21,2026051323,13,0,-0.037244142989737355,1,0,live,2489.0,11014,-0.28074590700301283,-1.227192396184209
34,45,19,698865847,11,0,-0.03353185759489672,1,0,live,3163.85561834,12196,0.5447160849026044,-0.2839224715204801
17,45,21,67331166,13,0,-0.037264827547573175,1,0,live,338.0,10411,-0.8998424009322258,-0.5197399526864124
3,45,21,1324345287,13,0,-0.037244142989737355,1,0,live,63.0,5293,-1.9316698908142473,-0.9913749150182769
0,45,21,1709429200,13,0,-0.03720277387406571,1,0,live,0.0,10967,0.957447080855413,-0.2839224715204801
8,45,9,420196651,5,0,-0.03718006467695886,1,0,live,133.85536896,7256,0.5447160849026044,-0.2839224715204801
5,45,15,888485442,8,0,-0.028953522339681396,1,0,live,35.67476925,8275,0.5447160849026044,-0.6769516067970338
7,45,21,1036907625,13,0,-0.03740961945242392,1,0,live,72.0,1390,0.7510815828790086,-1.7774331855713843
0,45,7,140521144,4,0,0.4712856203918821,1,0,live,0.0,3943,-1.7253043928378429,-1.4630098773501414
43,45,9,681065687,5,0,-0.037298172642551176,1,0,live,937.54457382,13428,-2.1380353887906516,-1.4630098773501414
4,45,21,922128013,13,0,-0.0360444386352597,1,0,live,209.0,10629,0.13198508894979574,-0.3625282985757909
1,45,21,2141827139,13,0,-0.02115155699346815,1,0,live,28.0,2102,0.13198508894979574,-0.3625282985757909
54,45,21,1832214614,13,0,-0.03654086802331942,1,0,live,1545.0,11301,-0.28074590700301283,-0.2839224715204801
49,45,21,230532367,13,0,-0.0360444386352597,1,0,live,1060.0,10178,1.1638125788318172,-0.3625282985757909
0,45,21,1120569089,13,0,-0.01701464542630383,1,0,live,0.0,11679,1.9892745707374344,-0.3625282985757909
1,45,21,528465889,13,0,-0.03645812979197613,1,0,live,5.0,4035,0.33835058692620007,2.0742523401388424
3,45,21,1104847936,13,0,-0.037285512105408994,1,0,live,36.0,2334,-0.28074590700301283,-0.8341632609076554
37,45,9,1531653840,5,0,-0.03678378645782735,1,0,live,1023.4211322,1380,-0.48711140497941713,-1.227192396184209
15,45,12,382005867,4,0,-0.0366860328542003,1,0,live,520.43343975,10153,0.13198508894979574,-0.6769516067970338
1,63,1,455762711,0,0,-0.03669736318480309,0,0,live,40.361836,1527,-0.48711140497941713,-1.4630098773501414
92,59,21,1863645432,13,0,-0.029425380127796788,1,1,live,11793.0,1299,-1.9316698908142473,-0.2839224715204801
13,69,9,1156320725,5,0,-0.037523323886221795,1,0,live,225.32768157,1924,-0.6934769029558214,-0.2839224715204801
1,69,3,1908828003,1,0,-0.034677228964966327,1,0,live,40.5828015,8294,-0.07438040902660854,-0.2839224715204801
2,53,15,67220382,8,0,-0.025089687932743555,1,0,live,32.084742,12763,1.1638125788318172,-0.4411341256311016
11,57,9,867917492,5,0,-0.03748814801104107,1,0,live,297.6025983,8959,1.1638125788318172,-1.3057982232395198
1,70,21,695809596,13,0,-0.029425380127796788,1,0,live,50.0,4344,0.957447080855413,-0.2839224715204801
23,58,9,1885891433,5,0,-0.03476788033039822,1,0,live,1140.80996015,2774,1.1638125788318172,-0.3625282985757909
19,66,21,2007378641,13,0,1.6170654236036022,1,0,live,11519.0,4344,-0.48711140497941713,-0.9913749150182769
139,57,21,1955677038,13,0,-0.02115155699346815,1,1,live,12962.0,1582,0.13198508894979574,-0.9913749150182769
4,56,21,1125524240,13,0,-0.034182828430035755,1,0,live,190.0,7755,0.5447160849026044,-0.20531664446516937
37,56,9,54026060,5,0,-0.023159841520758482,1,0,live,2054.8750835,7256,0.5447160849026044,-0.2839224715204801
0,69,7,1701148320,4,0,-0.03667145532105345,1,0,live,0.0,2797,0.957447080855413,-0.2839224715204801
1,57,9,1369592403,5,0,-0.03182740402676839,1,0,live,1.41936784,7256,0.5447160849026044,-0.20531664446516937
69,72,21,902481180,13,0,-0.02528846856063247,1,0,live,3833.0,9244,0.13198508894979574,-0.2839224715204801
7,53,9,929931274,5,0,-0.037346895308004,1,0,live,305.1640856,4078,-2.1380353887906516,1.6812232048622886
722,56,21,737897188,13,0,-0.012877733859139514,0,0,live,31189.83,7307,0.33835058692620007,-1.5416157044054521
1,53,21,854819818,13,0,22.3016232594252,1,0,live,1.0,571,0.13198508894979574,-0.2839224715204801
2,53,21,1713068962,13,0,-0.012877733859139514,1,0,live,30.0,5742,0.7510815828790086,-0.2839224715204801
1,69,21,715777241,13,0,-0.02115155699346815,1,0,live,20.0,6846,-0.28074590700301283,-0.2839224715204801
14,53,9,461963281,5,0,-0.03505689360621476,1,0,live,510.9724224,6934,0.33835058692620007,-1.0699807420735876
17,53,3,1690048400,1,0,-0.034673542827831166,1,0,live,1446.5100045999998,12813,0.5447160849026044,-0.2839224715204801
0,61,21,247366399,13,0,8.236123931066514,1,0,live,0.0,13530,-0.28074590700301283,2.0742523401388424
4,65,21,1162831248,13,0,-0.037285512105408994,1,0,live,140.0,8778,0.957447080855413,-1.3844040502948305
12,53,3,1625650598,1,0,-0.03437070688939525,1,0,live,756.309759,11179,-2.344400886767056,2.0742523401388424
0,72,3,1403890703,1,0,-0.03437070688939525,1,0,live,0.0,10333,-0.6934769029558214,2.0742523401388424
10,69,15,950801499,8,0,-0.03657242355737143,1,0,live,357.29785196,13233,-0.07438040902660854,-0.2839224715204801
6,69,21,412855195,13,0,-0.03356229169496111,1,0,live,492.0,9864,-0.28074590700301283,-0.3625282985757909
43,69,21,2113919268,13,0,-0.029425380127796788,1,0,live,10685.0,2334,0.957447080855413,-0.2839224715204801
29,56,21,550672194,13,0,-0.03356229169496111,1,0,live,3905.0,9786,0.7510815828790086,-0.2839224715204801
1,55,13,427126906,7,0,0.004546533899187646,1,0,live,729.4216,12769,1.576543574784626,-0.2839224715204801
1,53,15,1668167503,8,0,0.15159978713654546,1,0,live,10.894888,7996,-0.07438040902660854,-0.2839224715204801
11,56,21,1430919183,13,0,-0.027770615500931062,1,0,live,1500.0,3093,0.957447080855413,-0.2839224715204801
4,57,21,1608015299,13,0,-0.034389674008393975,1,0,live,158.0,115,0.7510815828790086,-0.2839224715204801
0,72,21,2069742348,13,0,-0.032734909381528246,1,0,live,0.0,1424,-0.28074590700301283,-0.2839224715204801
4,58,21,548071322,13,0,0.02849138181250368,1,0,live,365.0,7307,0.5447160849026044,-0.2839224715204801
61,46,21,1614908604,13,0,-0.03149383591137895,1,0,live,2827.0,3525,0.957447080855413,2.0742523401388424
2,46,9,1146884244,5,0,-0.036465134811094695,1,0,live,136.94989556,7256,-0.48711140497941713,0.8951649343091811
0,46,3,640415023,1,0,-0.012135916228797691,0,0,live,0.0,8294,1.576543574784626,2.0742523401388424
1,49,21,313482195,13,0,-0.03629265332928956,1,0,live,20.0,8801,0.33835058692620007,-0.2839224715204801
1,49,21,668509640,13,0,-0.03314860053824468,1,0,live,5.0,1582,1.3701780768082215,-0.2839224715204801
2,49,9,1764923993,5,0,-0.035925339023833734,1,0,live,2.85859666,9172,-2.7571318827198645,-0.2839224715204801
0,49,8,1244697826,4,0,-0.03617766270114077,1,0,live,0.0,4374,0.5447160849026044,1.209588242530424
2,49,7,1542398426,4,0,-0.007268392042432233,1,0,live,183.898125,3762,-1.7253043928378429,-0.2839224715204801
177,49,8,119148439,4,0,-0.022532050961120275,1,1,live,25203.35736981,8894,-0.48711140497941713,-0.20531664446516937
19,49,3,1185414271,1,0,-0.031052441016232456,0,0,live,3876.155837,13187,-0.6934769029558214,-0.2839224715204801
3,49,1,1349701457,0,0,-0.03441182307429368,0,0,live,643.6632519,12428,-0.6934769029558214,-0.2839224715204801
482,49,21,1797337982,13,0,-0.027770615500931062,1,1,live,32979.0,1372,0.5447160849026044,0.8951649343091811
3,49,21,491776907,13,0,-0.02528846856063247,1,0,live,330.0,11301,-0.48711140497941713,0.8951649343091811
1,49,5,342954039,4,0,-0.030253384901628606,1,0,live,59.9949845,12121,-0.6934769029558214,1.9956465130835315
1,49,9,1128552193,5,0,0.2497216491164103,1,0,live,123.66933857,7256,0.13198508894979574,-0.3625282985757909
0,49,12,1700763863,4,0,-0.0069760646329794,1,0,live,0.0,5994,-0.48711140497941713,2.0742523401388424
7,49,21,1697400597,13,0,-0.03521705632182684,1,0,live,490.0,9853,-0.8998424009322258,0.8951649343091811
5,49,8,309032374,4,0,-0.027533377688053515,1,0,live,626.623383,9660,-0.6934769029558214,0.8951649343091811
1,49,21,1766369257,13,0,-0.03356229169496111,1,0,live,1.0,522,0.957447080855413,-0.4411341256311016
20,49,21,69626519,13,0,-0.034389674008393975,1,0,live,1419.0,10267,0.33835058692620007,-1.227192396184209
195,49,9,1741798269,5,0,-0.036297545349670314,1,0,live,4790.03198778,7256,0.13198508894979574,-0.2839224715204801
919,49,21,148816659,13,0,-0.02115155699346815,1,0,live,174894.0,11022,-0.28074590700301283,0.4235299719773166
17,49,9,1110109112,5,0,-0.02893536469016903,1,0,live,395.4439216,1862,0.5447160849026044,-0.9913749150182769
0,49,9,1666053770,5,0,-0.03752304928506472,1,0,live,0.0,8832,-0.07438040902660854,-0.2839224715204801
15,49,8,780006032,4,0,-0.028451068607247294,1,0,live,2278.98502115,2629,-0.6934769029558214,-0.2839224715204801
20,49,4,1437779453,2,0,-0.002402753408647698,1,0,live,6248.68021512,14372,-0.07438040902660854,0.4235299719773166
4,50,9,12835933,5,0,-0.03756196229780557,1,0,live,55.2912328,3615,0.33835058692620007,-0.2839224715204801
5,50,9,530588459,5,0,-0.03701695551392842,0,0,live,162.16855049999995,6958,0.7510815828790086,-0.2839224715204801
0,50,8,1959454062,4,0,-0.01775680190072984,1,0,live,0.0,5845,0.33835058692620007,2.0742523401388424
2,50,21,1796547009,13,0,-0.03645812979197613,0,0,live,115.0,3087,0.5447160849026044,0.8951649343091811
23,50,21,740623531,13,0,-0.03149383591137895,1,0,live,666.0,11301,-0.8998424009322258,1.2881940695857348
10,50,12,1235771254,4,0,0.040146155165670994,1,0,live,6915.3446376,4216,-0.07438040902660854,2.0742523401388424
16,50,18,607171766,10,0,-0.03745513048367097,1,0,live,497.802294,13661,-0.6934769029558214,-1.0699807420735876
0,50,12,2113625031,4,0,0.013476383091852158,1,0,live,0.0,5994,1.3701780768082215,-0.2839224715204801
2,50,9,1025733514,5,0,-0.0371183403363622,1,0,live,70.2049,6959,1.576543574784626,-0.9127690879629661
8,50,21,1883180911,13,0,-0.03687182094869256,1,0,live,444.0,11041,-1.3125733968850344,-0.2839224715204801
16,50,9,1749150135,5,0,-0.037524944384396464,1,0,live,254.141738,11670,-0.07438040902660854,-1.0699807420735876
3,50,21,1641288052,13,0,-0.03356229169496111,1,0,live,707.0,5683,-0.48711140497941713,-0.9913749150182769
109,50,21,126016708,13,0,-0.03281764761287153,1,0,live,9393.0,7307,-1.7253043928378429,-0.2839224715204801
0,50,1,367497221,0,0,-0.037500229101239575,1,0,live,0.0,1527,-0.6934769029558214,-0.2839224715204801
0,50,21,109367452,13,0,-0.03650198105458807,1,0,live,0.0,9227,0.33835058692620007,-0.2839224715204801
7,50,15,1082856173,8,0,-0.03725661478525358,1,0,live,521.33907452,7998,0.33835058692620007,-0.048104990354547884
7,50,3,1637671830,1,0,-0.037533520690230755,1,0,live,80.099644,3698,0.33835058692620007,-0.2839224715204801
29,50,21,1585212364,13,0,-0.03687182094869256,1,0,live,2163.0,12998,-1.7253043928378429,-0.5197399526864124
5,50,21,1266698815,13,0,-0.03695455918003585,1,0,live,153.0,9888,-0.07438040902660854,-0.3625282985757909
1,50,21,205543030,13,0,-0.02115155699346815,1,0,live,179.0,3225,0.7510815828790086,-0.3625282985757909
2,50,19,356707218,11,0,-0.035391759379750774,1,0,live,83.6654535,12196,-1.1062078989086301,-0.3625282985757909
1,50,8,483035641,4,0,-0.017435869402554684,1,0,live,51.43088076,14041,0.5447160849026044,1.2881940695857348
1,50,1,228419762,0,0,-0.0375052855324146,1,0,live,14.0625,12428,-1.7253043928378429,0.4235299719773166
0,50,21,695615964,13,0,-0.03356229169496111,1,0,live,0.0,9955,-0.8998424009322258,-0.2839224715204801
2,50,21,1604872678,13,0,-0.02115155699346815,1,0,live,200.0,8132,0.13198508894979574,-0.2839224715204801
1,50,9,1986957338,5,0,-0.026018720658332807,1,0,live,35.2934865,7256,-0.48711140497941713,2.0742523401388424
1,50,21,520993706,13,0,-0.029425380127796788,1,0,live,35.0,11103,-0.28074590700301283,-0.2839224715204801
9,50,5,352584595,4,0,-0.022194622445332816,1,0,live,743.32630645,1039,0.33835058692620007,-0.2839224715204801
57,50,21,459215724,13,0,-0.03654086802331942,1,1,live,5205.0,2334,-1.3125733968850344,-0.2839224715204801
8,50,19,1115998603,11,0,-0.0324482334069673,1,0,live,776.8098252,5428,-1.1062078989086301,0.26631831786669513
2,51,3,1146333670,1,0,-0.031035170568774785,1,0,live,92.6251078,12813,0.13198508894979574,-0.2839224715204801
1,51,21,816273519,13,0,-0.03687182094869256,1,0,live,27.0,11014,0.33835058692620007,-0.2839224715204801
2,46,21,1695327088,13,0,-0.031080144754662517,1,0,live,150.0,7327,-0.6934769029558214,-0.2839224715204801
0,46,21,539179726,13,0,-0.032734909381528246,1,0,live,0.0,5571,-0.8998424009322258,1.9956465130835315
2,46,1,661346691,0,0,-0.03638070668116199,0,0,live,115.53425855,12428,0.13198508894979574,-0.2839224715204801
1,46,21,219392979,13,0,-0.0360444386352597,0,0,live,45.0,11068,-0.28074590700301283,-0.2839224715204801
8,46,21,1381208224,13,0,-0.03356229169496111,1,0,live,550.0,11969,0.957447080855413,-0.048104990354547884
0,46,21,2034135264,13,0,-0.0342241975457074,0,0,live,0.0,7307,-0.48711140497941713,-0.2839224715204801
0,46,21,782620922,13,0,0.003669912409517764,1,0,live,0.0,1062,0.5447160849026044,0.7379532801985595
9,46,19,1932497506,11,0,-0.01200593559466579,1,0,live,577.5984945,4833,0.13198508894979574,1.9956465130835315
3,46,21,2127860948,13,0,-0.03629265332928956,1,0,live,69.0,8340,1.1638125788318172,0.4235299719773166
9,46,21,1408171046,13,0,-0.029425380127796788,1,0,live,1922.0,9673,0.13198508894979574,1.9956465130835315
46,46,21,1744693183,13,0,-0.023633703933766743,1,0,live,3041.0,6846,-1.1062078989086301,1.3667998966410455
0,46,21,274396417,13,0,-0.03687182094869256,1,0,live,0.0,6505,0.33835058692620007,1.9956465130835315
83,46,9,1034235875,5,0,-0.0321852790997323,1,0,live,6068.0207585,4460,-0.07438040902660854,-0.20531664446516937
5,46,21,1585010740,13,0,-0.008740822291975193,1,0,live,727.0,10377,0.33835058692620007,-0.2839224715204801
15,46,9,2019378415,5,0,-0.037271055764162106,1,0,live,848.93442407,10434,1.3701780768082215,0.18771249081138436
21,46,9,800377274,5,0,-0.03075627086272016,1,0,live,720.26561515,8832,0.13198508894979574,-0.2839224715204801
1,46,21,1424557138,13,0,-0.03480336516511041,1,0,live,5.0,11027,0.957447080855413,-0.2839224715204801
0,46,21,2033007850,13,0,-0.036623606254662704,1,0,live,0.0,10663,0.957447080855413,-0.2839224715204801
0,46,21,1784081632,13,0,-0.03521705632182684,1,0,live,0.0,36,0.33835058692620007,-0.4411341256311016
2,46,11,983882256,4,0,-0.03668805977539175,1,0,live,219.9779046,3404,-1.7253043928378429,1.9956465130835315
40,46,21,74344851,13,0,-0.03356229169496111,0,0,live,5006.0,2334,-0.07438040902660854,-0.6769516067970338
0,46,21,1985784912,13,0,-0.03314860053824468,1,0,live,0.0,12686,0.13198508894979574,-0.4411341256311016
0,46,21,201210592,13,0,-0.027770615500931062,1,0,live,0.0,522,0.5447160849026044,-0.2839224715204801
1,46,21,1701542537,13,0,-0.029425380127796788,1,0,live,20.0,5742,1.1638125788318172,-0.2839224715204801
0,46,21,1816620428,13,0,-0.029425380127796788,1,0,live,0.0,10338,-0.48711140497941713,2.0742523401388424
0,46,21,1615921049,13,0,0.10709270158862573,1,0,live,0.0,522,-0.6934769029558214,-0.8341632609076554
1616,46,21,273791656,13,0,0.003669912409517764,1,0,live,349178.0,7307,0.33835058692620007,-0.20531664446516937
2,46,20,1711784360,12,0,-0.03453509637856756,1,0,live,110.902902,11545,0.957447080855413,-0.2839224715204801
0,46,9,1385596165,5,0,-0.03477014673740029,1,0,live,0.0,11412,0.7510815828790086,-0.2839224715204801
0,46,14,327462109,4,0,-0.03667079232305805,1,0,live,0.0,8511,-0.48711140497941713,0.5021357990326274
0,46,21,949536780,13,0,-0.03645812979197613,1,0,live,0.0,13591,-0.28074590700301283,0.10910666375607361
3,46,21,1128098038,13,0,-0.029425380127796788,1,0,live,172.0,3225,0.33835058692620007,-0.2839224715204801
1,46,21,159433777,13,0,-0.027770615500931062,1,0,live,105.0,571,-0.07438040902660854,-0.2839224715204801
20,46,21,1201413805,13,0,-0.03356229169496111,1,0,live,791.0,7159,0.33835058692620007,-0.2839224715204801
0,46,21,743214409,13,0,-0.03356229169496111,1,0,live,0.0,10990,-0.28074590700301283,-0.2839224715204801
422,46,3,1635221042,1,0,-0.017695601423863984,1,0,live,12822.66185298,12813,0.13198508894979574,1.4454057236963562
1407,46,21,1122389206,13,0,-0.02528846856063247,1,0,live,129125.0,10267,-0.48711140497941713,-0.2839224715204801
3,46,11,418215657,4,0,-0.03689574655636798,1,0,live,241.22438145,3404,-0.07438040902660854,0.10910666375607361
8,46,21,864868585,13,0,-0.029425380127796788,1,0,live,876.0,92,0.5447160849026044,0.8165591072538704
34,46,21,1229102657,13,0,-0.037037297411379136,1,0,live,1129.0,1287,0.957447080855413,-0.2839224715204801
2,46,3,963576489,1,0,-0.032341810711543795,1,0,live,76.08255754,12813,-1.3125733968850344,-0.2839224715204801
1,46,21,153593600,13,0,-0.03149383591137895,1,0,live,60.0,3191,-1.9316698908142473,1.7598290319175993
2,46,7,1626074455,4,0,-0.031558132899648116,1,0,live,84.11927148,13157,-0.07438040902660854,2.0742523401388424
97,46,21,29214396,13,0,-0.012877733859139514,1,0,live,14554.0,7307,0.7510815828790086,-0.2839224715204801
