backers_count,category,country,creator,currency,goal,staff_pick,state,usd_pledged,location,blurb_length,duration
3,127,21,2012952900,13,-0.6402099595233097,0,0,126.0,1448,0.17499207025484137,-1.0117693787317295
0,141,21,2025414679,13,-0.6402099595233097,0,0,0.0,241,0.3425901093721544,0.9488614380851967
105857,159,21,1038554387,13,-1.3006887620674386,1,1,5408916.95,7307,0.6777861876067804,-0.41763882818114567
18220,156,21,1003614822,13,-1.3061927520886396,1,1,6225354.98,11027,-0.49540008621441073,-0.41763882818114567
67,152,21,1337941715,13,-0.7778097100533365,0,0,61456.0,9438,0.007394031137528341,1.0676875481953134
2388,152,9,461687407,5,-0.46342151383485025,0,0,516318.42483125924,7256,-0.3278020470970977,0.7706222729200217
0,154,21,1921736821,13,-0.502610208993283,0,0,0.0,12199,-0.6629981253317238,-0.6552910484013792
1,154,21,1709556203,13,-0.6402099595233097,0,0,10.0,1725,0.5101881484894674,-0.7147041034564375
0,155,21,1186589932,13,0.1853885436568511,0,0,0.0,11022,-1.668586360035602,-2.259443534887955
2,157,21,158900247,13,0.3229882941868779,0,0,70.0,3408,0.007394031137528341,1.0676875481953134
1,157,1,1086754180,0,1.228236165281794,0,0,0.92894241,1527,1.0129822658414065,1.0676875481953134
26828,158,21,1282890542,13,-1.3268327146681436,0,1,5333792.84,8006,0.007394031137528341,-0.41763882818114567
6,159,21,321109934,13,1.4237862984270924,0,0,56.0,7599,-0.16020400797978468,1.0676875481953134
0,164,21,2000215951,13,-0.22741070793322934,0,0,0.0,12566,0.3425901093721544,-0.12057355290585385
0,167,21,1507692024,13,-0.502610208993283,0,0,0.0,3797,0.6777861876067804,-0.7147041034564375
